unit_order,unit_id,unit_title,R2536,Met-1981.373,A4095,L4044,P3466,R2407,P5881
364,bd12d35c-f8b1-4646-9aca-2a3a7272ab95,"Dimna, Being Innocent, Cannot Confess What He Did Not Do",ولكنّي ممّا قذفت به برئ فكيف آمر بقتل نفسي وأُعين عليها وأنا مظلوم ولم أنطق بكذبٍ ولم ?ابقوه به ولم يعرف منّي وشديد عليّ أن أقرّ بما لم أعلمه وأن أبوء بما لم اعرفه فأكون معينًا على قتل نفسي وشريكًا لمن أراد قتلى فإنّك تعرف عقاب من فعل ذلك في الآخرة,فقال دمنة أنا بريء ممّا لُطّخت به وأنا مظلوم ولم أنطق بكذب ولم أتلبّس به ولا يعرف ذلك منّي فمعاذ الله أن أبوء بما لم أجتني فأكون معينًا على نفسي وشريكًا لمن أراد قتلي فإنّك تعرف عقاب من فعل ذلك في الآخرة,ولكنّي ممّا قُرفتُ به بريءٌ فكيف آمر بقتل نفسي وأُعين عليها وأنا مظلومٌ بل أنطق بكذبٍ لم أتفوّه به ولم يُعرف منّي فشديدٌ عليّ أن أقرّ بما لم أعمل وأن أبوء بما لم أجن فأكون معينًا على نفسي وشريكًا لمن أراد قتلي فإنّك تعرف عقاب من فعل ذلك في الآخرة,ولم أقل كلمة كذب قطّ على أحد فيها مضرّة ولا أذى ولا يستطيع أحد أن يقدم بنظره عليّ فيها,,,
365,15cd471b-70c9-4335-8104-aa76304657c5,Killing Dimna Would Be Unjust,وأنا بريء الساحة بارز العذر فإن أردتم قتلى وأنا مظلوم فكفى بالله لي ناصرًا ولعلّ ذلك إن فعلتموه لا يكون شرّ أموري عاجلًا,وأنا بريء ممّا نُسب إليّ وإن أردّتم قتلي مظلوم فكفى بالله ناصرًا ولعلّ ذلك إن فعلتموه أن لا يكون ذلك شرًّا لي في الآخرة,وأنا بريء العرض بارز العذر فإن أردتم قتل مظلومًا فكفى بالله لي ناصرًا ولعلّ ذلك إن فعلتموه ألّا يكون شرّ أموري لي عاجلًا وآجلًا,وإنّي بريء ممّا لُطّخت به فإن قُتلت بهذا القذف فإنّ ذلك غير ضائري لما ألقاه في معادي من جزيل الثواب,,,وأنا أعلم أنّي بريء ممّا قُذفت به ولُطّخت به فإن أنت قبلت في أمري كلام الأعداء والفجّار والحسّاد فإنّ ذلك لا يضرّني يوم حكم العدل في الآخرة لأنّي أصير مع المظلومين الذين قُتلوا من غير ذنب وأُقتل أحبّ إليّ من أن ألزم نفسي ذنبًا لم أعمله وجرمًا لم أجترمه
366,ddf0a714-6e9c-48c5-90c2-b09b12be2ede,Dimna Want to Spare Court Sin and Regret in Hereafter,وأنا أقول اليوم مثل مقالتي أمس اتّقوا الله واذكروا حساب الآخرة وعقابها ولا تدخلوا في ما تأسفوا عليه وتندموا حين لا ينفعكم الندامة,وأنا أقول اليوم مقالتي بالأمس اذكروا حساب الآخرة وعقابها غدًا حيث لا تنفع الندامة أحدًا,فأنا أقول اليوم مثل مقالتي أمس اذكروا حساب الآخرة وعقابها ولا تأسفوا غدًا إذا دخلتم اليوم في أمر تندمون عليه حين لا تنفع الندامة,,,,وأنا أقول لكن أيّها الجمع اليوم كما قلت لكم بالأمس اذكروا حساب الآخرة والعرض على الملك الديّان
367,6bd28129-1c93-49e2-aabb-de3b09d56720,On Judgement Day Every One Will Account for His Actions,,,,,,,وإنّ هذا العالم خلقوا عراة ويخرجوا عن الدنيا عراة لا ينفعهم مال ولا بنون إلّا ما عملوا من برّ أو خير
368,c40e228e-ffa9-41ba-ad75-01d393bc8efa,A Judge Must Not Pass Verdict Based on Uncertain Thoughts,فإنّ القضاة لا تقضي بظنونها وإن الظنّ لا يغني من الحقّ شيئًا وأنا أعلم بنفسي منكم,,فإنّ القضاة لا تقضي بظنونها,قال دمنة مجيبًا له إنّ صالحي القضاة لا تقضي بظنّة ولا بظنون الخاصّة والعامّة لمعرفتهم بأنّ الظنّ لا يغني من الحقّ شيئًا,فأجابه دمنة بقوله إنّ صالحي القضاة لا يقطعون بالظنّ ولا يعملون به لا في الخاصّة ولا في العامّة لعلمهم أنّ الظنّ لا يغني من الحقّ شيئًا,فأجابه دمنة أن صالحي القضاة لا يقضون بالظنّ ولا يعملون به لمعرفتهم أن الظنّ لا يُغني من الحقّ شيئًا,
369,63d72683-7c24-41e0-a82d-a556226424af,Dimna's Knowledge of His Own Innocence Is Certainty,,,وأنا أعلم بنفسي منكم,فإن ظننتم جميعًا أنّي صاحب جرم فيما فعلت فإنّي أعلم بنفسي منكم وعلمي بنفسي يقين لا شكّ فيه,وأنتم إن ظننتم أنّي مجرم فيما فعلت فإنّي أعلم بنفسي منكم وعلمي بنفسي يقين لا شكّ فيه وعلمكم بي كلّ الشكّ,وأنتم جميعكم إن ظننتم أنّي مجرمٌ فيما فعلت بأمري فإنّي أنا أعلم منكم بنفسي,
370,caa37da5-ff1c-4d00-9a70-3d093c4fedf6,"Dimna's False Confession Would Take Away His Excuse, Be Unjust to His Soul, and Violate His Faith and Character",وإنّما ساء ظنّكم بي لأنّكم ظننتم إنّي سعيت بغيري فما عذري عندكم إذا سعيت,,,وإنّما قبّح أمري في أنفسكم ظنّكم بي أنّي سعيت بغيري فما عذري عندكم إن سعيت بنفسي كاذبًا عليها فأسلمتها للقتل على معرفة منّي ببراءتها فنفسي أعظم النفوس عليّ *حرمة وأوجبها عليّ حقًّا ولو فعلت ذلك بأدناكم وأقصاكم لم يسعني ذلك في ديني ولم يحسن في رأيي وخُلُقي,وإنما قبيح أمري عندكم ظنّكم بي أنّي سعيت بغيري فما عذري عندكم إذا سعيت بنفسي كاذبًا عليها فأسلمتها إلى القتل والعطب على معرفة منّي ببراءتي وسلامتي ممّا عُرفت به ونفسي أعظم الأنفس حرمة عليّ وأوجبها حقًّا فلو فعلت هذا بأقصاكم وأدناكم لما وسعني في ديني ولا حسن بي في مروءتي ولا حُقّ لي أن أفعله بنفسي,,
371,0a979f59-bcaa-4724-8cb3-1a2895563bfe,Judge's Demand of Confession Is False Counsel or Ruse Not Befitting Judges,,,,فكُفَّ عن هذه المقالة فإنّها إن كانت منك نصيحة فقد أخطأت موضعها وإن كانت خديعة فليس الخداع ولا المكر من أخلاق الصالحين,فاكفف أيّها القاضي عن هذه المقالة فإنّها وإن كانت نصيحة فقد أخطأت موقعها وإن كانت خديعة فإنّ أقبح الخدع ما نظرته وعرفته من أهله مع أنّ الخداع والمكر ليس من أعمال صالحي القضاة ولا تقيّة الولاة,فأكفف أيّها القاضي عن هذه المقالة فإنّها إن كانت منك نصيحةً فقد أخطأت بموضعها وإن كانت خديعةً فإنّ أقبح الخداع خداع القُضاة,
372,6e81f446-8068-4b39-961c-852a2fc6805b,Dimna’s False Confession Would Be Sin and Harm of Himself,,,,,,,
373,dc365e53-1511-4e26-b805-0b3297fcc039,A Judge's Speech Becomes a Ruling and Sunna,,,,واعلم أنّ قولك الصواب ويخطأها أهل الباطل والأدغال فأنا خائف عليك مقالتك هذه أعظم الوزر,واعلم أنّ قولك هذا ممّا يتّخذه الأشرار الجهّال سنّة يقتدون بها ويستنّون ويسيرون بها لأنّ أمور القضاء يأخذ بصوابها أهل الصواب وبخطئها أهل الخطأ والباطل القليل الورع وإنّي خائف عليك أيّها القاضي من مقالتك هذه أعظم الرزايا والبلايا,فانظر واعرف من أهل ذلك وإنّ الخداع والمكروه ليس من أخلاق صالحي القُضاة وخُذ بصواب أهل الصواب وانظر ما يحصل لأهل البطر وقلّة الورع وأنا خائفٌ عليك أيّها القاضي من هذه الحالة وهذا أعظم الوزر والبلاء والمحن وإنّك لم تزل في عين الملك والجند والخاصّة والعامّة فاضلًا في رأيك مرتفعًا في عدلك مرضيًّا في حُكمك وحُلمك وعفافك وفضلك,
374,09da34d3-30d2-4cb9-b0bc-6dddcbf6124f,Judge Departed from Former Virtue in Dimna's Case,,,,فإنّك لم تزل في أنفس الجند والملك فاضلًا في رأيك عادلًا في حكمك فتغيّر ذلك منك في أمري,وليس من البلاء والمصيبة أنّك لم تزل في نفس المَلك والجند والخاصّة والعامّة فاصلًا في رأيك مقتنعًا في عدلك مرضيًّا في حكمك وعلمك وعفافك وفضلك وإنّما البلاء كيف أنسيت ذلك في أمري,,
375,78d8b2f0-8341-4a80-b677-36f9b9e9a338,Judge Forsook Professional Knowledge and For Acting on Thoughts,,,,وأمرك أمر القضاة وما يحقّ عليهم من الكفّ عن سقيط الناس واستدراجهم وانصرفت إلى العمل بالظنون بي التي تختلف بها الحالات والأمور,,,
376,221d937b-3823-4b3d-92f3-82507d557ce4,Everyone Should Say Only What They Know,,,,أما بلغك ما قالت العلماء من أنّه من ادّعى علم ما لم يعلم وقال ما لم يره وشهد عليه,أولم يبلغك أنّ العلماء قد قالوا من ادّعى علم ما لا يعلم وقال لما لا يرى إنّي قد رأيت وشهد على الغيب,وأمّا أبلّغك مقالة العلماء أنّ من ادّعى علم ما لا لم يعلم وقال ما لم يرى وشهد على المغيب,ولا يتكلّم أحدكم إلّا بما علمه فإنّ الذي يتكلّم بما لا يعلم أنّه قد علمه ثمّ يشهد عليه بالزور والباطل يصيبه في ذلك ما أصاب البازدار الذي قال لمولاه عن مولاته إنّي رأيتها مع رجل يصنع معها الفاحشة
377,8ccf2a20-ad81-4d8e-a000-7f089ddb18bd,Dimna's Fourth Subtale of the Falconer Who Falsely Accuses the Marzuban's Wife,,وإيّاكم أن يصيبكم ما أصاب البازيار بما لا علم له فيه وعدم ذكره إيّاه بالخير,وإيّاكم أن يُصيبكم ما أصاب القائل بما لا يعلم وما لم يُحِط به خبرًا,أصابه ما أصاب البازيار القاذف لمولاته التي زعم أنّه رآها مع رجل تفجر وتعمل ما لا ينبغي,أصابه ما أصاب البازيار,أصابه ما أصاب البارناي القاذف لمولاته وزعم أنّه رآها مع رجلٍ يفجر بها,
378,52c607eb-6601-413d-b400-57a074ad8a7b,Head of Court Requests Tale,,فقال عظيم الجند وكيف كان ذلك,فقال عظيم الجنود والقاضي وكيف كان ذلك,قال القاضي وكيف كان ذلك,قال القاضي وكيف كان ذلك,قال القاضي وكيف كان ذلك,قال القاضي وكيف كان ذلك
379,55a17fec-85f6-42c4-bc08-1bac138969c1,Marzuban Had Wife and Servant,,فقال دمنة زعموا أنّه كان لمرزبان في مدينة ماروت امرأة حسناء لبيبة وكان له عبدًا بازيارًا,فقال دمنة زعموا أنّه كان مرزبان في مدينة فاروات وكانت له امرأةٌ حسناءٌ عاقلة وكان للمرزبان عبدٌ بازيار,قال دمنة زعموا أنّه كان بمدينة كذا رجل مذكور وكان له امرأة ذات عقل وحسب وحسن وعفاف وكان للرجل بازيار ماهر بسياسة البزاة ومعالجتها كريم على مولاه,قال دمنة زعموا أنّه كان في بعض المدن مرزبان مذكور وكانت له امرأة ذات عقل وكمال وعفاف وكانت له جوارح كثيرة وعندها بازيار ماهر خبير بسياسة البزاة وعلاجها فكان هذا البازيار عند المرزبان بمكان *مبجّل بحيث أدخله داره وأجلسه مع حرمه,قال دمنة زعموا أنّه كان في بعض المدن رجلٌ مذكورٌ وكان له امرأةٌ ذات عفافٍ وجمالٍ وكان له عبد بارناي ماهرًا !بالبرانه وعلاجها كريمًا على مولاه,قال دمنة زعموا أنّ مرزبانًا كان بمدينة من مدائن الهند يقال له مذكور وكانت له امرأة حسناء جميلة عاقلة لبيبة وكان لها عبدًا بازدار
