unit_order,unit_id,unit_title,Met-1981.373,L4044,P5881,L8751,P3471,P3465,P3466,CCCP578,R3655,JBE-Hebrew,R2536,VAF298
26,3eb3f18d-c8ef-48dc-b30d-70cd43244f32,Merchant Leaving a Man to Care for the Ox,فخلّف التاجر عنده رجلًا من أصحابه يقيم عليه أيّامًا فإن رآه قد صلح أتبعه به,وخلّف التاجر عنده رجلًا وأمره أن يقوم عليه أيّامًا فإذا رآه قد صلح أتبعه,ثمّ خلف عنده رجلًا وأمره أن يقوم عليه ويحسن إليه فلمّا رآه قد †أبل لحق به,فخلف التاجر عنده رجلًا وأمره أن يقوم عليه فإذا رآه قد صلح اتّبعه به,وخلّف عنده عونًا من أصحابه يقوم عليه أيّامًا فإذا رآه قد صلح أتبعه به,فذهب التاجر وخلّف عنده رجلًا لا يشارفه لعلّ الوحل ينشف ويتبعه بالثور,وخلّف التاجر عنده رجلًا من أصحابه يقوم عليه أيّامًا فلمّا رآه قد صلح أتبعه به,فخلّف الرجل التاجر رجلًا يقوم عليه أيّامًا فإذا رآه قد صلح †يتبعه,فخلّف التاجر عنده رجلًا يقيم عليه أيّامًا فإذا رآه قد صلح وأفاق أتبعه به,,ثمّ خلّف عنده رجلًا وأمره بالقيام عليه فإن رآه قد صلح {أتبعه به},وخلف عنده رجل يقوم عليه فإذا أصبح يتّبعه به
27,c8767cd7-5af5-4ad4-84a1-d293d2e49669,Description of the Caretaker's Actions,فلمّا كان من الغد من ذلك اليوم برم الرجل بمكانه واستوحش لتفرّده في ذلك المكان فترك الثور ولحق التاجر فأخبره أنّ الثور قد مات,فلمّا كان من الغد برم الرجل بمكانه وترك الثور ولحق بالرجل فأخبره أنّ ثوره قد مات,وتركه على حاله وأسرع إلى بيدبا وأخبره أنّه قد مات,فلمّا كان من الغد ضجر الأجير بما أصابه فلحق بالتاجر وترك الثور وأخبره أنّ الثور قد مات,فلمّا كان من الغد أبرم الرجل بمكانه فترك الثور ولحق بصاحبه وأخبره أنّ الثور ...,فلمّا بات الرجل بذلك المكان تبرّم به واستوحش فترك الثور والتحق بالتاجر فأخبره أنّ الثور قد مات,فلمّا كان من الغد أبرم الرجل بمكانه فترك الثور ولحق بالتاجر فأخبره أنّ الثور قد مات,فلمّا كان *الغد من ذلك اليوم ترك †الرجل الثور ولحق التاجر فأخبره أنّ الثور قد مات,فلمّا كان من غد ذلك اليوم برم الرجل بموضعه فترك الثور ولحق بالتاجر فأخبره أنّ الثور قد مات,ויפקד הסוחר עם סחורתו. והנער רץ לקראתו. ויאמר מת שנובה ברוב חילו. כחש לו. ושנובה מעמק אל עמק סבב. עד אשר מצא כר נרחב. ויהי מתעדן בכר ואוכל עשב. ולא עבר בו לא ענל ולא כשב. להיות ממנו מה שנזנר עליו. כי אין מברח לאיש מפני הדבר שנזנר עליו.,فلمّا كان من الغد برم الرجل بمكانه فترك الثور على حاله ولحق الرجل فأخبره أنّ الثور قد مات,فلمّا أصبح الرجل يبرم بمكانه وترك الثور ولحق بالرجل التاجر وأخبره أنّ الثور قد مات
28,f2ffdbb5-72de-4525-b3f8-817ee3ddaa30,Caretaker's Philosophical Reflection on Fate,وقال له إنّ الإنسان إذا انقضت مدّته وحانت منيّته فهو وإن اجتهد في التوقّي والحذر من الأمور التي يخاف منها الهلاك على نفسه لم يغن ذلك عنه شيئًا ولم يصل إلّا إلى العناء وربّما عاد اجتهاده في توقّفه وحذره عليه بعطبه فيهلك,,,,,وقال له إنّ الإنسان إذا انقضت مدّته وحانت منيّته فهو وإن اجتهد في التوقّي من الأمور التي يخاف فيها على نفسه من الهلاك لم يغن ذلك عنه شيئًا وربّما عاد اجتهاده في توقّيه وبالًا عليه,وقال له إنّ الرجل إذا انقضت مدّته وحانت منيّته فهو وإن اجتهد في التوقّي والحذر من الأمور الذي يخاف فيها على نفسه لم يقدر أن يدفع منها شيئًا ولم يصير إلّا إلى العناد وربّما عاد اجتهاده في توقّيه وحذره من الأمر الذي منه حذر فيعطب ويهلك,,,,,
29,ba474be1-bdaa-4265-9e8e-6052ba04037b,First Subtable of Man and Wolf (First Beginning),كالذي قيل إنّه سلك مفازة مشهورة بسكنى السباع وهي مخوفة بهم فخرج إليها ولم يمنعه الخوف من الخروج إليها,,,,,كالذي قيل إنّ رجلًا سلك مقازة فيها خوف وكان الرجل خبيرًا بوعث تلك الأرض وخوفها,كالرجل الذي قيل إنّه سلك مفازة خوف السباع وكان الرجل قد علم بخوف تلك المفازة ولم يمتنع من الخروج إليها,,,,,
30,45085cbf-1bb9-46d3-80b0-e2bf4cf6cb5d,Ox's Realization of Being Alone,,,وإنّ شتربة التفت يمينًا ويسارًا ولم ير أحدًا,,,,,,,,,
31,f7caaf2b-e8a0-41b8-b3ea-8b7f9c7a66a2,Ox's Journey to a Lush Meadow,ولمّا ترك الرجل شتربة وولّى انبعث الثور من مكانه فلم يزل يرتاد ويدبّ قليلًا قليلًا حتّى انتهى إلى موضع ذي مرج واسع مخصب كثير الماء والمرعى غزير العشب والكلأ,ثمّ إنّ الثور انبعث من مكانه فلم يزل يدبّ حتّى انتهى إلى مرج مخصب كثير العشب,,ولم يزل الثور يدبّ حتّى انتهى إلى مرج مخصب كثير الماء والكلأ,انبعث من مكانه فلم يزل يدبّ حتّى انتهى إلى مرج مخصب كثير الماء والعشب,وأمّا الثور فإنّه خلص من مكانه وأبعث فلم يزل في مرج مخصب كثير الماء والكلاء,,ثمّ إنّ الثور انبعث من مكانه فلم يزل يدبّ حتّى انتهى إلى مرج مخصب كثير الماء والعشب,ثمّ أنّ الثور انبعث من مكانه فلم يزل يدبّ نحو مرج مخصب كثير الماء والمرعى ثمّ انتهى إليه,,ثمّ إنّ شتربة انبعث من مكانه ذلك حتّى أتى مرجًا خصيبًا,ثمّ إنّ الثور انبعث من مكانه فلم يزل حتّى انتهى إلى مرج أفيح مخصب كثير الماء
32,0d53cb55-67ef-42e3-9754-20febe72bf79,Ox Settling in the Meadow,,,,فأقام فيه,,,,,,,,
33,5107856c-64dc-41b5-bb7e-f580e3bf09c3,Ox's Physical Transformation,,,,,فأكل وسمن وبطن وجعل يحكّ برأسه الأرض ويخور خوارًا شديدًا,,,,,,,
34,6cae25a0-8b82-4818-8f8e-8b8581a17acc,Ox's Encounter with Inevitable Fate,,فدخل في موضع خوف أن يصيبه في ذلك المكان من العراض الذي لم يكن ليخطئه,فخاف أن يصيبه في ذلك المكان من العرض الذي لم يكن ليخطئه سبيلًا,,لما قضى عليه أن يصيبه,,,لمّا قُضي له أن يصيبه من العرض الذي لم يكن ليخطئه,,,لما قضى أن يصيبه في ذلك المكان من الأمد الذي لم [[ىد]] يكن القدر ليخطئه,
35,e0202e72-9222-4b89-b019-e6fe196bebcd,First Subtable of Man and Wolf (Second Beginning),فلم يلبث إلّا قليلًا حتّى عرض له ذئب هو أخبثها وأضراها,مثل ذلك فإنّهم زعموا أنّ رجلًا كان يجزّ حشيشًا فاغتاله ذئب ليأكله فلم يفطن له حتّى دنا منه,فإنّهم زعموا أنّ رجلًا كان يجزّ حشيشًا فقصده ذئب ليأكله فلم ينظر إليه حتّى دنا منه,,فإنّه زعموا أنّ رجلًا كان يجزّ حشيشًا فجلس له ذئبًا ليأكله فلم يفطن به حتّى دنا منه,فلمّا سار غير بعيد اعترضه ذئب من أخذها وأضراها,فلم يمكث إلّا قليلًا حتّى عرض له ذئب أخبثها وأضراها,فإنّهم زعموا أنّ رجلًا يجرّ †حشيشًا فرصده ذئب ليأكله فلم يفطن له الرجل حتّى دنا منه,,כמו האיש שהיה מקושש קש. והנה זאב אליו חש. ויראהו ויירא ולא נשארה נשמה בו. ופחד ורהב לבבו. ויברח עד שהגיע אל הקריה על נהר. ובו נשר נשבר. ויבא בנשר אשר רבו שבריו. והזאב אחריו. ויאמר כלבו הנגשר שבור והנהר עמק ואין אני שוחה. אין לי טוב כי אפול אל הנהר אם אחיה אם אמחה. ויעש כן ואנשי הקריה ראוהו. ויוציאוהו. ומצאוהו כי כשל כחו. ובמעט תצא רוחו. ויספר להם כל צרחו. וכל המוצאות אותו. הוא מספר לאנשי הקריה. ותפול עליו נדר דחויה. ושנובה מתעדן בכך פעם רועה ופעם רוקר ופעם בועט ופעם ער ופעם ישן. ואכל ושבע ודשן. עד אשר במערנים נפשו נאה. והוא לא ידע כי נונעת אליו הרעה. ואריה אחד היה אצל הכר מלך על כל החיות. ועמו נרודים ציים ואיים שועלים ודיות. והאריה הוא נבה לב ונאה. ובשמעו קול שנובה נהפך לבו שפל ונכאה. והשתנו פניו פתאם. כי לא שמע כמו זה הקול מתמול שלשם. וישאר סר וועף. ורפה מתנים וייעף. ויאמרו לו עבריו ויועציו. ושריו ושלישיו. הקרובים והמיודעים. מדוע פני אדוננו רעים. וכאשר היה לבנו נרבה ונשבר. לא ענה אותם דבר. ושם נקראו שני בני איים. אשר בהם כח לעמוד לפני האריים. שם האחד כלילה ושם השני דמנה. יודעי דעת ומדע ובינה. אבל דמנה היה נבה לב חכם להרע. ויאמר דמנה לכלילה. אחי הלא תראה האריה דואג ואנוש. ממקומו לא ימוש. ולא ישוט לטרוף טרפה. אין זאת כי אם לבו רגן ונפשו עיפה. ויען כלילה ויאמר אחי מי הביאך בנסתרות המלכים לעמוד. הרחוקות ממך מאד. הרחק מחשבות רעות מלבך. פן יהיו למוקש בקרבך. ושים נפשך מדברי המלכים רחוקה. ולא תהיה זאת לך לפוקה. הנה אנחנו בשער מלכנו יושבים. ונשבע לחם ונהיה טובים. ולא אנחנו ממשפחות. האחשתרנים והפחות. לדבר בדברי מלכותם. ולעמוד במועצותם. וכל מתהלך בגדולות ובנפלאות ממנו. תקוה לכסיל ממנו. ודע כי פועל או דובר אשר לא יתכן לו. יקרהו כמקרה הקוף בסכלו. ויאמר דמנה איכה היה הדבר. ויאמר כלילה אמרו כי קוף ראה חרש מנורר קורה. והוא עלה ובירו המגרה. ינורר אמה. וישים יתד שמה. ויחשבהו הקוף פרש רוכב סוס. וכאשר הלך המגורר לצרכו. לעשות דרכו. עלה הקוף וישב על הקורה. והסיר אחר יתד אחר מקום המגרה. ויבא במקום היתר מבושיו. ויפל בפח יקושיו. ויבא המגורר. ולהכותו התעורר. עד אשר פור התפורר. ויאמר דמנה שמעתי חידתך. והבנתי מליצחק. ולא כל מבקש קרבת מלכים. ועבודת נסיכים. ולא כל אשר מעלה רמה יתאב. למלא נפשו כי ירעב. כי בטן כל תם במעט פת תמלא או במעט בשר. ובטן רשעים תחסר. אבל יבקצו נדיבים מעלה לשמח בה אוהביהם. ולהבאות,فإنّهم يزعمون أنّ رجلًا كان يحرز حشيشًا فقصد إليه ذئب فلم يفطن الرجل حتّى دنا,
